key,cells
b'f4b60747-6965-45f1-95b1-09787bce6140',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239086653000, 'value': b'60'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239086653000, 'value': b'23'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239086653000, 'value': b'2023-03-19T15:18:05.123438'}]"
b'f544a786-4564-4e05-8c60-b3de874cbadd',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239082345000, 'value': b'58'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239082345000, 'value': b'37'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239082345000, 'value': b'2023-03-19T15:18:01.876836'}]"
b'f61216d2-8e85-458e-a0da-9a78db943849',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239091953000, 'value': b'44'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239091953000, 'value': b'30'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239091953000, 'value': b'2023-03-19T15:18:10.785553'}]"
b'f65bee8f-9038-42b1-bc66-e1473e8cc067',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237471195000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237471195000, 'value': b'22'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237471195000, 'value': b'1983-01-21T07:56:48'}]"
b'f789ab81-25c0-4db6-b9ac-0bd989567c09',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679237462016000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679237462016000, 'value': b'33'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679237462016000, 'value': b'2010-03-21T21:52:04'}]"
b'f7dc55a3-7618-4301-ba58-fae25e5441ef',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239093814000, 'value': b'61'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239093814000, 'value': b'31'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239093814000, 'value': b'2023-03-19T15:18:13.244183'}]"
b'f8e3a6b2-7202-47b4-ab0e-681c3ffc063d',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238820121000, 'value': b'45'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238820121000, 'value': b'24'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238820121000, 'value': b'2023-03-19T15:13:37.911235'}]"
b'f9493603-9e8c-4630-a60b-aa325633370a',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239099314000, 'value': b'40'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239099314000, 'value': b'32'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239099314000, 'value': b'2023-03-19T15:18:08.923761'}]"
b'fa5fd6eb-eea2-48fb-9951-bb4083ffd2d2',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239090487000, 'value': b'60'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239090487000, 'value': b'35'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239090487000, 'value': b'2023-03-19T15:18:08.451477'}]"
b'fbc4d947-6f2b-4b7e-b39a-ce4b966ce286',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239087260000, 'value': b'63'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239087260000, 'value': b'25'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239087260000, 'value': b'2023-03-19T15:18:05.427179'}]"
b'fc429798-234f-4630-8cdf-944cbd06582b',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239085990000, 'value': b'63'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239085990000, 'value': b'34'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239085990000, 'value': b'2023-03-19T15:18:04.452964'}]"
b'fd54ffaa-cc56-44d4-aea8-c9110e5e62a9',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239093211000, 'value': b'36'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239093211000, 'value': b'20'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239093211000, 'value': b'2023-03-19T15:18:12.456407'}]"
b'fda95251-610b-46ce-8a4a-a5be54a02e60',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239090487000, 'value': b'45'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239090487000, 'value': b'22'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239090487000, 'value': b'2023-03-19T15:18:08.789783'}]"
b'fea646c7-edf4-4eee-b9db-bf01d034a997',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679238804265000, 'value': b'63'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679238804265000, 'value': b'22'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679238804265000, 'value': b'2023-03-19T15:13:23.329926'}]"
b'ff98aaec-dd64-4a96-aea6-2af9ee611414',"[{'family': 'my-family', 'qualifier': b'humidity', 'timestamp': 1679239084951000, 'value': b'49'}
 {'family': 'my-family', 'qualifier': b'temperature', 'timestamp': 1679239084951000, 'value': b'29'}
 {'family': 'my-family', 'qualifier': b'timestamp', 'timestamp': 1679239084951000, 'value': b'2023-03-19T15:18:03.464174'}]"
